disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2023,Kepler,TOI-55f,3.25,9.63,TOI-55,2,2
2011,James Webb,HD-259c,1.93,7.67,HD-259,6,1
2023,James Webb,LHS-54c,2.87,25.16,LHS-54,7,1
2011,Ground,LHS-754e,1.42,13.94,LHS-754,6,1
2013,TESS,LHS-249f,4.22,13.34,LHS-249,5,2
2017,Kepler,HD-177e,5.0,8.65,HD-177,6,1
2024,Ground,TOI-74b,0.77,49.33,TOI-74,2,1
2012,Spitzer,HD-160c,3.81,32.15,HD-160,7,2
2013,Hubble,WASP-182d,2.6,37.53,WASP-182,3,1
2010,Spitzer,TRAPPIST-386f,1.89,19.63,TRAPPIST-386,2,1
2021,TESS,WASP-873c,0.83,17.14,WASP-873,6,2
2013,TESS,Kepler-285e,3.89,35.01,Kepler-285,1,1
2020,Hubble,TOI-863c,0.63,4.1,TOI-863,3,1
2023,Kepler,WASP-269c,1.53,43.05,WASP-269,4,1
2015,Kepler,TRAPPIST-388f,1.9,23.55,TRAPPIST-388,1,2
2011,Kepler,TOI-767c,4.32,8.18,TOI-767,3,1
2012,James Webb,HD-831c,4.68,34.72,HD-831,4,2
2017,TESS,TOI-257c,3.4,33.54,TOI-257,8,2
2017,James Webb,TOI-974d,0.65,19.82,TOI-974,2,1
2012,Ground,Kepler-953b,3.4,14.99,Kepler-953,5,1
2013,TESS,HD-966b,4.98,44.01,HD-966,4,1
2013,TESS,TRAPPIST-243e,4.25,44.32,TRAPPIST-243,3,2
2014,James Webb,LHS-538e,4.4,31.78,LHS-538,1,1
2024,Spitzer,HD-515c,4.54,46.37,HD-515,4,1
2018,James Webb,HD-458f,2.76,36.83,HD-458,6,1
2016,Hubble,HD-87b,1.78,9.59,HD-87,4,2
2021,Spitzer,TOI-423b,1.86,18.49,TOI-423,3,1
2022,Kepler,TRAPPIST-993e,4.9,30.78,TRAPPIST-993,7,1
2013,James Webb,WASP-888d,1.45,47.6,WASP-888,6,1
2016,Ground,WASP-515d,1.85,18.49,WASP-515,8,1
2013,Kepler,WASP-756e,1.83,22.58,WASP-756,2,1
2024,TESS,TRAPPIST-815f,3.5,47.26,TRAPPIST-815,5,1
2011,TESS,WASP-820d,3.38,27.86,WASP-820,7,2
2019,TESS,HD-140e,4.61,34.34,HD-140,5,2
2017,Ground,HD-759e,0.61,7.82,HD-759,5,2
2020,TESS,Kepler-502e,0.69,41.91,Kepler-502,8,2
2013,James Webb,TRAPPIST-923e,2.22,11.78,TRAPPIST-923,1,1
2014,Spitzer,Kepler-191d,2.71,47.68,Kepler-191,4,1
2015,James Webb,TRAPPIST-855e,1.67,14.1,TRAPPIST-855,6,1
2021,Spitzer,LHS-73b,2.14,21.6,LHS-73,6,2
2018,Spitzer,Kepler-500c,2.91,39.07,Kepler-500,4,1
2014,Hubble,WASP-246c,4.79,16.5,WASP-246,7,2
2012,Ground,TRAPPIST-782c,4.6,9.39,TRAPPIST-782,1,2
2023,TESS,TRAPPIST-497d,1.51,22.45,TRAPPIST-497,4,2
2014,Kepler,Kepler-683d,2.61,38.63,Kepler-683,4,1
2016,Kepler,HD-692c,1.86,49.1,HD-692,3,2
2018,Kepler,Kepler-416f,1.59,18.14,Kepler-416,5,2
2020,TESS,LHS-809d,4.81,21.43,LHS-809,5,1
2021,Hubble,TOI-690e,1.06,23.63,TOI-690,6,2
2014,Kepler,TRAPPIST-686d,2.66,26.35,TRAPPIST-686,2,2
2015,Kepler,TRAPPIST-835f,3.52,46.94,TRAPPIST-835,3,1
2011,James Webb,HD-147c,2.6,31.11,HD-147,4,2
2017,TESS,LHS-86e,1.26,40.68,LHS-86,8,2
2012,Spitzer,LHS-720c,0.92,3.1,LHS-720,4,1
2016,James Webb,TRAPPIST-833d,2.51,41.12,TRAPPIST-833,4,2
2018,Kepler,TOI-321c,2.5,23.72,TOI-321,4,2
2015,Ground,TRAPPIST-901f,4.76,2.17,TRAPPIST-901,3,2
2010,Hubble,TRAPPIST-548c,1.58,29.45,TRAPPIST-548,7,2
2019,Kepler,WASP-577d,2.52,24.99,WASP-577,8,2
2013,Ground,TOI-464e,1.19,45.12,TOI-464,8,1
2019,Ground,LHS-806c,2.28,42.22,LHS-806,8,2
2016,Hubble,TOI-19f,4.28,47.19,TOI-19,4,1
2022,Kepler,TOI-4f,1.4,5.25,TOI-4,7,1
2014,Hubble,WASP-276c,3.13,43.79,WASP-276,6,2
2015,Spitzer,Kepler-360d,2.05,11.15,Kepler-360,3,1
2018,TESS,TOI-389f,1.53,49.04,TOI-389,1,1
2018,Ground,HD-300d,3.46,47.05,HD-300,2,1
2015,Kepler,LHS-518e,1.48,10.58,LHS-518,1,2
2019,TESS,TRAPPIST-244d,0.61,9.89,TRAPPIST-244,3,1
2016,Kepler,LHS-106e,0.63,4.08,LHS-106,3,1
2017,Hubble,TOI-401c,1.03,34.85,TOI-401,1,2
2011,Kepler,HD-296b,0.89,27.09,HD-296,2,1
2010,Kepler,WASP-286c,4.15,35.76,WASP-286,2,2
2017,TESS,Kepler-367d,3.25,32.36,Kepler-367,4,1
2015,Ground,TRAPPIST-430b,2.57,4.2,TRAPPIST-430,4,2
2016,James Webb,Kepler-285f,0.99,10.59,Kepler-285,6,1
2014,Kepler,TRAPPIST-39b,4.59,0.2,TRAPPIST-39,7,1
2023,James Webb,LHS-347f,4.09,10.35,LHS-347,1,2
2014,TESS,Kepler-154d,2.57,1.78,Kepler-154,2,1
2020,Hubble,HD-861f,2.23,35.53,HD-861,8,2
2011,James Webb,TOI-605e,3.08,25.46,TOI-605,8,1
2021,Hubble,HD-641f,4.39,33.5,HD-641,5,1
2017,Spitzer,TRAPPIST-742e,4.85,11.12,TRAPPIST-742,5,2
2018,Ground,LHS-644e,4.73,39.1,LHS-644,3,2
2023,Ground,HD-609d,4.19,44.22,HD-609,1,2
2022,Hubble,WASP-621e,2.94,45.64,WASP-621,7,1
2024,Ground,TRAPPIST-340f,4.85,17.62,TRAPPIST-340,3,2
2023,Hubble,LHS-143b,3.38,0.67,LHS-143,1,1
2012,Spitzer,LHS-430f,4.6,28.45,LHS-430,1,1
2013,TESS,TRAPPIST-96b,4.99,24.37,TRAPPIST-96,8,2
2013,Kepler,WASP-771f,3.26,44.46,WASP-771,7,2
2021,Spitzer,WASP-994c,0.63,8.85,WASP-994,6,1
2018,TESS,LHS-407c,2.45,41.45,LHS-407,7,1
2016,Spitzer,LHS-512f,1.54,34.43,LHS-512,2,1
2022,James Webb,TOI-992f,1.67,41.87,TOI-992,8,2
2021,Hubble,WASP-421b,1.52,21.68,WASP-421,5,1
2014,Kepler,WASP-209f,0.7,5.94,WASP-209,4,2
2014,Hubble,LHS-484c,3.69,4.78,LHS-484,8,2
2024,Spitzer,TOI-178c,1.09,40.39,TOI-178,8,2
2010,James Webb,TOI-764b,3.83,34.42,TOI-764,1,2
2013,Kepler,TRAPPIST-762b,1.7,37.0,TRAPPIST-762,2,2
2019,Ground,Kepler-773b,0.61,6.68,Kepler-773,6,1
2020,Hubble,TOI-25c,3.64,2.25,TOI-25,1,2
2010,Spitzer,TOI-844d,3.32,41.59,TOI-844,2,1
2012,TESS,TRAPPIST-277d,3.52,38.83,TRAPPIST-277,2,1
2013,Hubble,LHS-614f,3.17,36.69,LHS-614,2,1
2022,Spitzer,TRAPPIST-716b,4.97,21.08,TRAPPIST-716,5,2
2018,Hubble,LHS-853e,3.25,33.81,LHS-853,7,2
2013,Hubble,Kepler-733c,3.41,44.09,Kepler-733,4,1
2021,Spitzer,TRAPPIST-118f,3.11,28.56,TRAPPIST-118,3,1
2015,Ground,TOI-708f,2.42,26.73,TOI-708,2,2
2020,Spitzer,TRAPPIST-186d,1.32,13.75,TRAPPIST-186,1,1
2012,Kepler,TRAPPIST-946b,1.9,15.12,TRAPPIST-946,5,1
2024,TESS,TRAPPIST-953e,2.36,13.31,TRAPPIST-953,7,1
2013,Kepler,WASP-212f,1.15,5.95,WASP-212,3,2
2023,James Webb,TOI-619b,4.72,43.44,TOI-619,1,2
2011,Hubble,WASP-64c,4.99,39.25,WASP-64,4,1
2018,Ground,WASP-788f,4.25,20.61,WASP-788,2,2
2023,Kepler,Kepler-473f,1.62,5.08,Kepler-473,3,1
2023,TESS,WASP-239f,4.44,33.84,WASP-239,1,2
2021,Hubble,HD-932e,2.13,43.57,HD-932,5,1
2021,Spitzer,Kepler-660e,2.4,15.02,Kepler-660,6,1
2023,Hubble,LHS-950e,3.86,28.3,LHS-950,3,2
2015,James Webb,TOI-400d,1.26,15.47,TOI-400,5,2
2017,Ground,WASP-880b,4.51,21.55,WASP-880,6,2
2020,Hubble,LHS-375f,1.47,38.11,LHS-375,8,2
2014,TESS,Kepler-271e,2.73,40.99,Kepler-271,7,2
2019,Hubble,Kepler-91c,1.92,3.05,Kepler-91,7,2
2021,James Webb,LHS-154c,1.47,18.26,LHS-154,4,2
2013,Spitzer,TOI-316c,2.21,21.44,TOI-316,4,1
2021,Kepler,TRAPPIST-525f,2.94,38.67,TRAPPIST-525,5,2
2021,Spitzer,TRAPPIST-119e,1.19,21.18,TRAPPIST-119,6,1
2022,Hubble,LHS-677f,4.05,40.75,LHS-677,5,2
2023,Spitzer,LHS-320d,1.85,7.16,LHS-320,1,1
2010,James Webb,LHS-689b,3.76,44.38,LHS-689,4,1
2016,James Webb,TOI-921b,3.63,14.81,TOI-921,8,2
2016,Hubble,TRAPPIST-118f,1.64,46.52,TRAPPIST-118,7,2
2014,Hubble,LHS-897f,4.06,2.33,LHS-897,8,2
2017,James Webb,Kepler-40d,2.57,15.72,Kepler-40,4,1
2014,Spitzer,Kepler-721b,4.16,37.65,Kepler-721,6,2
2023,Hubble,TOI-54f,3.97,11.71,TOI-54,6,1
2015,Kepler,Kepler-336e,0.66,15.92,Kepler-336,8,2
2024,Kepler,HD-651c,0.8,22.23,HD-651,5,2
2014,Kepler,LHS-179d,2.11,20.18,LHS-179,6,1
2012,Spitzer,HD-492f,3.09,11.0,HD-492,2,2
2012,James Webb,HD-304e,3.03,23.97,HD-304,8,1
2022,Hubble,WASP-728d,1.9,38.23,WASP-728,6,1
2014,Hubble,Kepler-792b,3.81,21.25,Kepler-792,3,2
2015,James Webb,LHS-811e,0.81,46.83,LHS-811,7,2
2022,Spitzer,HD-392c,1.19,38.07,HD-392,2,2
2020,Kepler,TOI-940d,0.81,32.32,TOI-940,7,1
2013,Spitzer,LHS-732f,0.77,32.79,LHS-732,2,1
2016,James Webb,HD-747e,3.12,10.14,HD-747,2,1
2019,Kepler,TRAPPIST-184e,4.52,8.84,TRAPPIST-184,8,1
2018,Spitzer,TOI-660b,2.63,5.13,TOI-660,7,2
2011,Ground,TRAPPIST-791f,0.68,18.17,TRAPPIST-791,6,1
2019,TESS,TOI-410d,1.31,43.77,TOI-410,4,2
2023,Kepler,TRAPPIST-792c,1.65,22.79,TRAPPIST-792,8,1
2022,Ground,LHS-920d,4.5,10.59,LHS-920,7,2
2013,Hubble,HD-780d,1.1,10.42,HD-780,2,2
2019,Kepler,WASP-534d,1.84,14.36,WASP-534,1,2
2018,Kepler,TRAPPIST-975b,1.98,36.53,TRAPPIST-975,2,2
2021,Kepler,TOI-237c,3.34,2.07,TOI-237,1,2
2012,James Webb,TRAPPIST-958b,4.39,3.59,TRAPPIST-958,3,1
2017,James Webb,WASP-429e,1.15,20.12,WASP-429,3,1
2018,James Webb,LHS-669f,2.34,1.75,LHS-669,5,1
2021,Spitzer,WASP-992d,2.18,37.51,WASP-992,8,1
2021,James Webb,TRAPPIST-680f,4.14,6.21,TRAPPIST-680,5,1
2012,TESS,LHS-353d,3.43,45.44,LHS-353,7,1
2016,Ground,LHS-403b,4.44,41.26,LHS-403,6,2
2024,TESS,LHS-835e,2.78,35.76,LHS-835,1,2
2015,TESS,HD-72f,3.92,28.45,HD-72,4,2
2012,Spitzer,HD-381c,0.56,48.85,HD-381,3,1
2013,Ground,HD-8c,0.72,46.89,HD-8,3,2
2017,James Webb,TOI-111b,2.24,1.02,TOI-111,7,2
2024,Hubble,TRAPPIST-199d,4.02,19.4,TRAPPIST-199,8,1
2017,TESS,WASP-50f,3.42,48.03,WASP-50,6,2
2018,TESS,HD-552e,0.81,30.85,HD-552,1,1
2022,Spitzer,LHS-332c,2.6,17.63,LHS-332,5,2
2011,Ground,HD-490f,4.35,31.91,HD-490,1,2
2013,Kepler,Kepler-862b,1.07,37.11,Kepler-862,8,2
2016,Hubble,TOI-468f,2.17,34.35,TOI-468,3,2
2022,Kepler,TRAPPIST-371e,3.57,48.94,TRAPPIST-371,5,2
2012,Hubble,HD-907e,4.52,7.91,HD-907,7,1
2013,James Webb,TRAPPIST-391f,0.52,2.38,TRAPPIST-391,1,1
2021,Spitzer,TRAPPIST-93b,0.69,1.96,TRAPPIST-93,4,1
2018,Spitzer,Kepler-811f,1.47,2.72,Kepler-811,3,1
2016,Hubble,LHS-604d,3.63,17.54,LHS-604,3,2
2015,Ground,Kepler-181f,2.69,2.45,Kepler-181,6,2
2016,Kepler,TRAPPIST-440f,2.17,7.48,TRAPPIST-440,8,1
2020,James Webb,Kepler-929d,1.65,2.57,Kepler-929,2,1
2021,Spitzer,Kepler-646f,1.17,0.8,Kepler-646,6,2
2015,Kepler,HD-150d,0.77,35.52,HD-150,5,1
2024,TESS,LHS-742d,3.79,44.15,LHS-742,3,2
2019,TESS,TOI-826e,4.98,19.62,TOI-826,5,1
2024,Hubble,LHS-365c,4.96,27.06,LHS-365,2,2
2014,Ground,HD-317b,2.81,35.43,HD-317,7,1
2017,Kepler,Kepler-691d,4.11,27.51,Kepler-691,5,2
2020,Kepler,TRAPPIST-370b,0.55,0.74,TRAPPIST-370,2,2
2010,TESS,HD-374e,0.98,23.68,HD-374,8,1
2015,Spitzer,Kepler-308e,4.5,40.41,Kepler-308,2,1
2012,Spitzer,Kepler-953b,3.32,23.16,Kepler-953,5,1
2017,Hubble,WASP-508b,3.41,22.39,WASP-508,5,2
2017,Ground,HD-274e,1.39,4.75,HD-274,3,2
2011,TESS,LHS-344b,0.72,13.96,LHS-344,1,2
2013,TESS,LHS-433c,4.89,46.29,LHS-433,8,1
2022,Hubble,WASP-982b,1.98,40.12,WASP-982,8,1
2023,James Webb,TOI-110f,1.16,16.2,TOI-110,8,2
2014,Spitzer,TOI-280e,3.6,44.0,TOI-280,5,2
2016,James Webb,Kepler-768d,2.79,3.55,Kepler-768,6,1
2024,James Webb,WASP-275f,4.9,20.02,WASP-275,6,1
2021,Kepler,TOI-883c,3.03,17.05,TOI-883,3,2
2024,Kepler,TRAPPIST-671e,3.42,44.17,TRAPPIST-671,1,1
2016,Spitzer,LHS-56f,3.73,29.85,LHS-56,7,1
2010,TESS,HD-466c,3.03,48.1,HD-466,7,1
2012,Kepler,Kepler-436b,2.81,17.67,Kepler-436,7,1
2016,James Webb,HD-851c,2.48,13.23,HD-851,6,2
2023,Ground,WASP-828c,2.5,3.65,WASP-828,3,2
2019,Spitzer,LHS-54b,3.18,12.12,LHS-54,5,2
2024,Hubble,HD-193b,5.0,36.69,HD-193,3,1
2020,Hubble,HD-525d,3.52,12.62,HD-525,7,1
2011,Ground,WASP-213b,3.85,43.13,WASP-213,4,2
2013,TESS,HD-478f,1.03,9.86,HD-478,6,1
2014,Ground,TOI-16f,4.5,21.34,TOI-16,6,1
2016,Kepler,WASP-674d,4.48,23.94,WASP-674,1,2
2022,James Webb,TRAPPIST-63b,0.74,12.0,TRAPPIST-63,4,1
2023,Spitzer,TRAPPIST-799d,2.28,23.37,TRAPPIST-799,8,2
2018,Ground,LHS-321e,1.01,20.52,LHS-321,4,1
2014,Ground,WASP-804b,1.49,39.35,WASP-804,8,2
2020,Hubble,LHS-150e,1.97,44.13,LHS-150,2,1
2016,Hubble,Kepler-727d,1.2,45.93,Kepler-727,7,2
2019,TESS,WASP-365d,3.79,43.4,WASP-365,1,2
2024,Spitzer,Kepler-726d,2.17,23.52,Kepler-726,5,1
2014,Spitzer,LHS-939b,1.87,13.16,LHS-939,4,1
2024,TESS,TOI-430b,1.38,45.93,TOI-430,1,1
2021,Ground,HD-236c,4.94,43.72,HD-236,6,1
2019,Spitzer,HD-947d,1.54,28.11,HD-947,5,2
2011,Spitzer,HD-655b,3.94,10.5,HD-655,8,1
2024,Spitzer,TRAPPIST-252c,2.93,7.35,TRAPPIST-252,6,2
2014,Kepler,WASP-800e,4.01,4.86,WASP-800,5,2
2012,Kepler,WASP-748e,2.11,17.78,WASP-748,7,1
2016,Ground,TRAPPIST-264b,3.47,23.84,TRAPPIST-264,5,1
2010,Kepler,WASP-560e,2.85,23.1,WASP-560,3,1
2021,Spitzer,LHS-638e,1.69,26.06,LHS-638,7,2
2014,Hubble,Kepler-684e,3.76,28.97,Kepler-684,1,2
2020,Kepler,LHS-387c,1.28,6.8,LHS-387,6,2
2017,Ground,WASP-798b,4.6,33.42,WASP-798,5,1
2011,Ground,WASP-550e,0.51,46.36,WASP-550,8,2
2014,Hubble,HD-328f,4.52,8.02,HD-328,3,2
2010,Hubble,TRAPPIST-695f,4.14,39.28,TRAPPIST-695,1,2
2020,James Webb,WASP-540d,0.76,17.96,WASP-540,8,2
2019,Hubble,TOI-574d,2.07,35.75,TOI-574,6,1
2024,Hubble,TRAPPIST-123e,2.44,17.97,TRAPPIST-123,3,2
2022,Spitzer,LHS-608c,3.99,1.65,LHS-608,1,2
2015,Kepler,TRAPPIST-711b,3.69,27.01,TRAPPIST-711,1,1
2023,TESS,WASP-308f,2.76,33.37,WASP-308,7,1
2022,Kepler,LHS-944c,2.65,34.54,LHS-944,8,1
2015,Kepler,TOI-604e,3.22,0.78,TOI-604,2,1
2018,TESS,TRAPPIST-371e,0.67,5.55,TRAPPIST-371,3,2
2011,James Webb,TOI-277c,4.21,24.01,TOI-277,4,1
2015,Ground,HD-151b,1.45,41.72,HD-151,1,1
2014,Ground,TRAPPIST-759f,3.25,6.82,TRAPPIST-759,7,2
2018,TESS,WASP-749b,1.38,11.38,WASP-749,8,2
2011,Ground,LHS-900f,3.72,26.88,LHS-900,3,2
2011,TESS,HD-64e,1.91,10.89,HD-64,3,2
2010,TESS,TRAPPIST-995e,0.88,36.83,TRAPPIST-995,6,1
2020,James Webb,TRAPPIST-677d,0.79,27.09,TRAPPIST-677,6,2
2024,James Webb,HD-934f,2.83,27.29,HD-934,2,1
2014,Ground,WASP-542c,1.64,4.81,WASP-542,8,1
2023,Kepler,LHS-398e,4.58,14.79,LHS-398,7,2
2015,Kepler,TOI-891d,2.92,21.93,TOI-891,1,1
2020,Ground,HD-24d,2.67,29.31,HD-24,5,1
2024,Hubble,TOI-208b,4.34,16.68,TOI-208,4,1
2011,Ground,WASP-936e,3.51,30.28,WASP-936,1,1
2020,Spitzer,HD-755f,1.44,22.58,HD-755,5,1
2018,Spitzer,Kepler-662b,4.71,37.91,Kepler-662,3,2
2016,Spitzer,HD-899c,3.56,28.22,HD-899,4,1
2011,TESS,WASP-694f,4.48,29.24,WASP-694,8,2
2023,Ground,TRAPPIST-611d,1.47,9.03,TRAPPIST-611,4,1
2021,TESS,TOI-493c,1.65,26.14,TOI-493,8,2
2024,James Webb,LHS-481f,3.84,25.28,LHS-481,4,1
2020,TESS,TRAPPIST-381c,3.25,3.94,TRAPPIST-381,8,2
2019,Kepler,Kepler-933d,2.09,5.97,Kepler-933,8,2
2021,James Webb,LHS-812c,4.63,26.22,LHS-812,3,1
2013,TESS,TRAPPIST-709e,2.8,25.41,TRAPPIST-709,5,1
2011,Spitzer,LHS-306e,1.56,5.91,LHS-306,8,1
2013,Kepler,TRAPPIST-449d,3.42,10.71,TRAPPIST-449,5,2
2010,Kepler,TRAPPIST-476b,4.43,45.06,TRAPPIST-476,7,2
2017,Ground,LHS-487f,1.75,7.01,LHS-487,6,1
2019,Kepler,LHS-298e,1.48,43.34,LHS-298,2,1
2020,TESS,HD-765b,3.62,24.81,HD-765,7,2
2013,James Webb,TOI-460c,1.88,31.48,TOI-460,8,1
2019,James Webb,WASP-503c,3.0,23.61,WASP-503,3,2
2011,Kepler,Kepler-134f,2.33,26.47,Kepler-134,4,1
2011,James Webb,WASP-491f,3.5,34.83,WASP-491,8,1
2011,Hubble,HD-922d,3.99,38.14,HD-922,2,1
2020,TESS,HD-838b,4.3,38.72,HD-838,7,1
2021,James Webb,Kepler-629c,1.12,44.58,Kepler-629,6,2
2013,Spitzer,LHS-780f,2.69,11.99,LHS-780,3,2
2014,Hubble,LHS-851f,4.26,32.53,LHS-851,3,2
2012,Kepler,TOI-830b,2.35,23.87,TOI-830,1,1
2012,TESS,TOI-280e,2.27,11.1,TOI-280,7,1
2015,Hubble,LHS-888b,2.61,17.67,LHS-888,7,1
2013,Kepler,HD-355b,2.77,44.79,HD-355,4,1
2010,Spitzer,WASP-860f,3.84,21.51,WASP-860,3,2
2021,Kepler,TOI-34b,0.98,35.54,TOI-34,1,1
2018,Hubble,WASP-668f,1.6,17.5,WASP-668,2,1
2015,Kepler,TOI-478c,1.94,15.72,TOI-478,2,1
2024,Kepler,LHS-194b,4.74,0.86,LHS-194,4,1
2022,James Webb,LHS-650b,0.91,32.12,LHS-650,2,1
2024,TESS,TRAPPIST-845b,0.61,16.49,TRAPPIST-845,2,1
2022,Hubble,TOI-88c,5.0,5.77,TOI-88,6,1
2013,Spitzer,HD-665b,3.97,27.18,HD-665,2,1
2018,Spitzer,TRAPPIST-546c,1.85,13.11,TRAPPIST-546,6,2
2012,Spitzer,WASP-392d,4.12,10.09,WASP-392,6,1
2014,Spitzer,LHS-110b,2.96,30.14,LHS-110,5,2
2023,James Webb,TRAPPIST-243c,1.89,25.8,TRAPPIST-243,1,1
2016,James Webb,WASP-949d,4.76,7.17,WASP-949,8,2
2024,Ground,WASP-882c,2.76,36.1,WASP-882,4,2
2024,Ground,HD-472e,4.38,32.51,HD-472,4,2
2016,Kepler,LHS-100f,1.7,46.3,LHS-100,4,1
2014,Kepler,LHS-183b,2.08,46.43,LHS-183,1,2
2017,James Webb,WASP-806e,2.6,42.48,WASP-806,2,1
2020,James Webb,WASP-937c,4.69,45.72,WASP-937,7,2
2022,Hubble,LHS-753e,4.62,8.86,LHS-753,6,2
2018,Ground,HD-39b,3.03,35.53,HD-39,3,1
2019,Hubble,WASP-707b,1.74,30.92,WASP-707,7,2
2015,James Webb,WASP-128c,4.96,48.09,WASP-128,7,2
2024,Hubble,WASP-898e,3.18,27.34,WASP-898,7,2
2013,Spitzer,WASP-847e,0.86,19.19,WASP-847,8,1
2019,TESS,HD-565e,1.24,41.53,HD-565,3,1
2017,Ground,WASP-663e,2.39,36.49,WASP-663,1,2
2015,Hubble,HD-763e,3.6,20.94,HD-763,8,1
2023,Ground,TRAPPIST-875f,1.59,13.44,TRAPPIST-875,3,2
2022,Spitzer,LHS-462b,4.3,29.31,LHS-462,1,2
2021,Ground,Kepler-442c,0.81,32.24,Kepler-442,5,1
2013,Ground,WASP-901d,2.66,47.89,WASP-901,2,2
2012,TESS,HD-513d,2.06,28.27,HD-513,7,2
2020,Ground,TOI-32c,4.78,42.89,TOI-32,6,2
2013,Kepler,HD-9d,0.85,48.49,HD-9,3,2
2014,Kepler,WASP-776b,1.66,39.63,WASP-776,8,2
2017,Hubble,TOI-404b,3.98,44.5,TOI-404,5,2
2013,Hubble,LHS-934c,1.57,29.01,LHS-934,1,2
2015,James Webb,TRAPPIST-433d,1.25,38.86,TRAPPIST-433,1,1
2016,James Webb,TRAPPIST-540f,3.56,4.64,TRAPPIST-540,6,2
2013,Spitzer,Kepler-603e,4.71,47.32,Kepler-603,3,1
2014,Hubble,WASP-609b,3.59,4.81,WASP-609,4,2
2016,Kepler,HD-35c,3.0,38.7,HD-35,7,2
2018,Hubble,HD-763e,3.16,26.0,HD-763,4,1
2017,James Webb,TRAPPIST-226e,2.93,35.62,TRAPPIST-226,6,1
2022,Kepler,WASP-290d,2.87,46.66,WASP-290,6,2
2017,TESS,TRAPPIST-809d,4.69,27.11,TRAPPIST-809,1,1
2024,Spitzer,LHS-808d,4.05,25.41,LHS-808,7,2
2018,Ground,LHS-357e,1.08,24.48,LHS-357,4,1
2019,TESS,TOI-488e,1.72,19.18,TOI-488,6,1
2017,James Webb,HD-275e,1.4,48.75,HD-275,4,2
2011,Kepler,WASP-331b,4.93,43.88,WASP-331,1,1
2011,Ground,LHS-276c,1.95,24.01,LHS-276,5,2
2019,Spitzer,TOI-483d,0.92,7.57,TOI-483,6,1
2023,TESS,HD-148d,0.95,16.81,HD-148,3,2
2024,TESS,Kepler-387d,4.42,31.02,Kepler-387,8,2
2024,Kepler,LHS-624c,0.65,30.49,LHS-624,8,2
2010,Ground,Kepler-813b,4.03,11.18,Kepler-813,4,2
2013,Ground,TOI-670b,4.26,14.82,TOI-670,3,2
2024,James Webb,TRAPPIST-723e,1.25,3.47,TRAPPIST-723,6,2
2023,Spitzer,TRAPPIST-201c,2.9,41.37,TRAPPIST-201,3,1
2021,Ground,HD-771b,4.79,3.93,HD-771,5,2
2012,Hubble,WASP-301d,1.93,30.17,WASP-301,1,1
2024,TESS,WASP-736b,3.35,7.04,WASP-736,2,2
2011,James Webb,TRAPPIST-943f,0.83,8.19,TRAPPIST-943,1,2
2014,Kepler,Kepler-23b,1.82,2.52,Kepler-23,6,2
2019,Spitzer,TRAPPIST-242f,3.87,43.21,TRAPPIST-242,8,1
2018,Kepler,WASP-403f,0.82,26.19,WASP-403,5,1
2014,James Webb,TRAPPIST-882b,4.81,34.77,TRAPPIST-882,2,1
2016,TESS,WASP-745e,3.17,46.7,WASP-745,7,2
2023,TESS,HD-979d,3.61,13.95,HD-979,2,2
2012,Kepler,TRAPPIST-866b,4.85,39.56,TRAPPIST-866,3,2
2012,Ground,Kepler-478b,3.11,43.74,Kepler-478,6,1
2010,Spitzer,Kepler-992c,4.08,34.18,Kepler-992,7,1
2023,James Webb,LHS-130e,3.05,18.48,LHS-130,4,1
2020,Kepler,TOI-345f,0.74,37.74,TOI-345,4,1
2016,James Webb,LHS-97d,4.89,1.02,LHS-97,3,1
2021,Kepler,TOI-285e,3.78,6.44,TOI-285,1,1
2013,Kepler,Kepler-999d,1.71,31.12,Kepler-999,8,1
2022,Hubble,HD-240e,2.9,16.2,HD-240,5,2
2020,Ground,WASP-277e,1.81,21.29,WASP-277,2,2
2012,Kepler,LHS-276f,4.67,22.02,LHS-276,6,1
2020,Kepler,TOI-860e,4.46,7.02,TOI-860,8,2
2013,Ground,HD-375f,1.41,29.61,HD-375,1,2
2012,James Webb,HD-717d,3.6,32.52,HD-717,4,1
2023,Spitzer,HD-938c,4.03,19.18,HD-938,3,2
2022,James Webb,Kepler-68d,1.89,10.92,Kepler-68,7,2
2020,Hubble,HD-34b,3.38,30.54,HD-34,4,2
2015,Hubble,WASP-914c,2.4,15.81,WASP-914,4,2
2017,Kepler,Kepler-874f,2.23,22.75,Kepler-874,2,1
2023,James Webb,LHS-163e,4.84,28.97,LHS-163,8,1
2017,Spitzer,TOI-547c,1.36,35.06,TOI-547,8,1
2014,Hubble,Kepler-964b,3.89,31.59,Kepler-964,8,2
2018,Ground,TOI-237f,0.99,32.67,TOI-237,3,1
2020,James Webb,LHS-801c,1.4,7.39,LHS-801,4,2
2024,James Webb,TOI-170e,3.64,30.12,TOI-170,5,2
2010,TESS,Kepler-372b,0.88,12.46,Kepler-372,2,2
2017,TESS,TOI-678e,4.3,28.04,TOI-678,2,1
2019,Hubble,TOI-25d,2.15,7.22,TOI-25,3,2
2024,Spitzer,WASP-712b,1.94,41.08,WASP-712,6,1
2024,Ground,TOI-675d,4.79,28.21,TOI-675,4,1
2018,Ground,Kepler-344e,0.91,32.18,Kepler-344,5,1
